SrNo,ISO StateCode,Latitude,Longitude,StateName,countrycode,,
1098,RE,14.536111,-91.677778,Retalhuleu,GT,,
1099,ZA,14.972222,-89.530556,Zacapa,GT,,
1100,SM,14.963889,-91.794444,San Marcos,GT,,
1101,QC,15.030556,-91.148889,Quiche,GT,,s 
1102,SR,14.276389,-90.298889,Santa Rosa,GT,,
1103,PR,14.854167,-90.069444,El Progreso,GT,,
,GT-ZA,15,-89.5,Departamento de Zacapa,GT,,
,GT-TO,15,-91.33333,Departamento de Totonicapan,GT,,
,GT-SU,14.38084,-91.43046,Departamento de Suchitepequez,GT,,
,GT-SO,14.66667,-91.25,Departamento de Solola,GT,,
,GT-SR,14.16667,-90.3,Departamento de Santa Rosa,GT,,
,GT-SM,15,-91.91667,Departamento de San Marcos,GT,,
,GT-SA,14.58333,-90.75,Departamento de Sacatepequez,GT,,
,GT-RE,14.33333,-91.83333,Departamento de Retalhuleu,GT,,
,GT-QC,15.5,-90.91667,Departamento del Quiche,GT,,
,GT-QZ,14.75,-91.66667,Departamento de Quetzaltenango,GT,,
,GT-PE,16.83333,-90,Departamento del Peten,GT,,
,GT-JU,14.16667,-89.83333,Departamento de Jutiapa,GT,,
,GT-JA,14.58333,-89.91667,Departamento de Jalapa,GT,,
,GT-IZ,15.5,-89,Departamento de Izabal,GT,,
,GT-HU,15.66667,-91.58333,Departamento de Huehuetenango,GT,,
,GT-GU,14.66667,-90.5,Departamento de Guatemala,GT,,
,GT-ES,14.16667,-91,Departamento de Escuintla,GT,,
,GT-PR,14.83333,-90,Departamento de El Progreso,GT,,
,GT-CQ,14.66667,-89.41667,Departamento de Chiquimula,GT,,
,GT-CM,14.66667,-90.91667,Departamento de Chimaltenango,GT,,
,GT-BV,15.08333,-90.33333,Departamento de Baja Verapaz,GT,,
,GT-AV,15.66667,-90,Departamento de Alta Verapaz,GT,,
,,13.46256,144.69282,Piti Municipality,GU,,
,,13.38609,144.67208,Santa Rita Municipality,GU,,
,,13.46334,144.75381,Sinajana Municipality,GU,,
,,13.35522,144.7588,Talofofo Municipality,GU,,
,,13.48759,144.78094,Tamuning-Tumon-Harmon Municipality,GU,,
,,13.30739,144.66909,Umatac Municipality,GU,,
,,13.53603,144.88913,Yigo Municipality,GU,,
,,13.40972,144.77714,Yona Municipality,GU,,
,,13.27125,144.67464,Merizo Municipality,GU,,
,,13.44766,144.80071,Mangilao Municipality,GU,,
,,13.46559,144.74773,Agana Heights Municipality,GU,,
,,13.4474,144.75888,Chalan Pago-Ordot Municipality,GU,,
,,13.47214,144.7164,Asan-Maina Municipality,GU,,
,,13.35619,144.66938,Agat Municipality,GU,,
,,13.51776,144.83898,Dededo Municipality,GU,,
,,13.46906,144.7988,Barrigada Municipality,GU,,
,,13.47279,144.75788,Hagatna Municipality,GU,,
,,13.29414,144.73479,Inarajan Municipality,GU,,
,,13.46857,144.78191,Mongmong-Toto-Maite Municipality,GU,,
,GW-TO,11.3,-15,Tombali,GW,,
,GW-QU,11.66667,-15.08333,Quinara,GW,,
,GW-OI,12.25,-15.25,Oio Region,GW,,
,GW-GA,12.16667,-14.16667,"Gabu
",GW,,
,GW-CA,12,-16.16667,Cacheu Region,GW,,
,GW-BL,11.15484,-16.00926,Bolama,GW,,
,GW-BS,11.85391,-15.59097,Bissau Region,GW,,
,GW-BM,11.88281,-15.84332,Biombo,GW,,
,GW-BA,12.16667,-14.71667,Bafata,GW,,
,GY-UT,2.91667,-59,Upper Takutu-Upper Essequibo Region,GY,,
,GY-UD,5.5,-58.33333,Upper Demerara-Berbice Region,GY,,
,GY-PT,4.9,-59.3,Potaro-Siparuni Region,GY,,
,GY-PM,7.08333,-58.83333,Pomeroon-Supenaam Region,GY,,
,GY-MA,6.25,-57.83333,Mahaica-Berbice Region,GY,,
,GY-ES,6.66667,-58.5,Essequibo Islands-West Demerara Region,GY,,
,GY-EB,4,-58.16667,East Berbice-Corentyne Region,GY,,
,GY-DE,6.5,-58.08333,Demerara-Mahaica Region,GY,,
,GY-CU,6,-60,Cuyuni-Mazaruni Region,GY,,
,GY-BA,7.66667,-59.75,Barima-Waini Region,GY,,
1104,NYL,22.41667,114.05,Yuen Long District,HK,,
1105,NTW,22.37908,114.10598,Tsuen Wan District,HK,,
1106,NTP,22.43995,114.1654,Tai Po District,HK,,
1107,NSK,22.38198,114.27017,Sai Kung District,HK,,
1108,NIS,22.26382,113.96038,Islands District,HK,,
1109,HCW,22.28219,114.14486,Central and Western District,HK,,
1110,HWC,22.27702,114.17232,Wan Chai,HK,,
1111,HEA,22.27722,114.22519,Eastern,HK,,
1112,HSO,22.25801,114.15308,Southern,HK,,
1113,KYT,22.32105,114.17261,Yau Tsim Mong,HK,,
1114,KSS,22.32989,114.1625,Sham Shui Po,HK,,
1115,KKC,22.32866,114.19121,Kowloon City,HK,,
1116,KWT,22.34299,114.19302,Wong Tai Sin,HK,,
1117,KKT,22.31326,114.22581,"Kwun Tong	",HK,,
1118,NKT,22.35288,114.10004,"Kwai Tsing	",HK,,
1119,NTM,22.39161,113.96792,"Tuen Mun	",HK,,
1120,NNO,22.49471,114.13812,"North	",HK,,
1121,NST,22.38715,114.19534,"Sha Tin	",HK,,
,HN-YO,15.25,-87.16667,Departamento de Yoro,HN,,
,HN-VA,13.58333,-87.58333,Departamento de Valle,HN,,
,HN-SB,15.08333,-88.33333,Departamento de Santa Bárbara,HN,,
,HN-OL,14.83333,-86,Departamento de Olancho,HN,,
,HN-OC,14.5,-89,Departamento de Ocotepeque,HN,,
,HN-LE,14.5,-88.58333,Departamento de Lempira,HN,,
,HN-LP,14.08333,-87.91667,Departamento de La Paz,HN,,
,HN-IB,16.09597,-86.93291,Departamento de Islas de la Bahia,HN,,
,HN-IN,14.33333,-88.16667,Departamento de Intibuca,HN,,
,HN-GD,15.25,-84.33333,Departamento de Gracias a Dios,HN,,
,HN-FM,14.25,-87.16667,Departamento de Francisco Morazan,HN,,
,HN-EP,14.08333,-86.5,Departamento de El Paraiso,HN,,
,HN-CR,15.41667,-88,Departamento de Cortés,HN,,
,HN-CP,14.91667,-88.91667,Departamento de Copán,HN,,
,HN-CM,14.58333,-87.66667,Departamento de Comayagua,HN,,
,HN-CL,15.75,-85.66667,Departamento de Colón,HN,,
,HN-CH,13.33333,-87.08333,Departamento de Choluteca,HN,,
,HN-AT,15.66667,-87,Departamento de Atlantida,HN,,
1122,HR-17,43.513889,16.455833,Splitsko-Dalmatinska Zupanija,HR,,
1123,HR-08,45.343056,14.409167,Primorsko-Goranska Zupanija,HR,,
1124,HR-12,45.160278,18.015556,Brodsko-Posavska Zupanija,HR,,
1125,HR-14,45.551111,18.693889,Osjecko-Baranjska Zupanija,HR,,
1126,HR-13,44.119722,15.242222,Zadarska Zupanija,HR,,
1127,HR-15,43.727222,15.905833,Sibensko-Kninska Zupanija,HR,,
1128,HR-19,42.650556,18.091389,Dubrovacko-Neretvanska Zupanija,HR,,
1129,HR-11,45.340278,17.685278,PoZeSko-Slavonska Zupanija,HR,,
1130,HR-16,45.343333,18.999722,Vukovarsko-Srijemska Zupanija,HR,,
1131,HR-05,46.304444,16.337778,VaraZdinska Zupanija,HR,,
1132,HR-02,46.160833,15.878889,Krapinsko-Zagorska Zupanija,HR,,
1133,HR-03,45.466111,16.378333,Sisacko-Moslavacka Zupanija,HR,,
1134,HR-10,45.831944,17.383889,Viroviticko-Podravska Zupanija,HR,,
1135,HR-04,45.487222,15.547778,Karlovacka Zupanija,HR,,
1136,HR-18,45.240278,13.936667,Istarska Zupanija,HR,,
1137,HR-09,44.546111,15.374722,Licko-Senjska Zupanija,HR,,
1138,HR-06,46.162778,16.8275,Koprivnicko-KriZevacka Zupanija,HR,,
1139,HR-20,46.384444,16.433889,Medimurska Zupanija,HR,,
1140,HR-07,45.898611,16.848889,Bjelovarsko-Bilogorska Zupanija,HR,,
,HT-SE,18.3,-72.4,Sud-Est,HT,,
,HT-SD,18.3,-73.73333,Sud,HT,,
,HT-OU,18.66381,-72.29141,Département de l'Ouest,HT,,
,HT-NO,19.83333,-73,Nord-Ouest,HT,,
,HT-NE,19.48897,-71.85713,Departement du Nord-Est,HT,,
,HT-ND,19.6,-72.3,Nord,HT,,
,HT-GA,18.5,-74.08333,Grandans,HT,,
,HT-CE,19,-72,Centre,HT,,
,HT-AR,19.33333,-72.5,Departement de l'Artibonite,HT,,
,HT-NI,18.44835,-73.4285,Departement de Nippes,HT,,
1141,MI,48.1,20.783333,Miskolc,HU,,
1142,DE,47.533333,21.633333,Debrecen,HU,,
1143,SD,46.25,20.166667,Szeged,HU,,
1144,PS,46.075363,18.232845,Pecs,HU,,
1145,SZ,47.95,21.716667,Szabolcs-Szatmar-Bereg,HU,,
1146,FE,47.195503,18.4096,Fejer,HU,,
1147,GY,47.687281,17.637616,Gyor,HU,,
1148,BK,46.9,19.783333,Bacs-Kiskun,HU,,
1149,VA,47.233333,16.616667,Vas,HU,,
1150,JN,47.183333,20.2,Jasz-Nagykun-Szolnok,HU,,
1151,SO,46.366667,17.8,Somogy,HU,,
1152,BE,46.683333,21.1,Bekes,HU,,
1153,VE,47.094289,17.911956,Veszprem,HU,,
1154,ZA,46.84,16.843889,Zala,HU,,
1155,HE,47.9,20.383333,Heves,HU,,
1156,NO,48.103363,19.805237,Nógrad,HU,,
1157,TO,46.350137,18.709051,Tolna,HU,,
1158,ZA,46.514167,16.971667,Zala,HU,,
1159,FE,46.980651,18.932674,Fejer,HU,,
1160,GS,47.683333,16.6,Gyor-Moson-Sopron,HU,,
1161,KE,47.584941,18.393253,Komarom-Esztergom,HU,,
1162,CS,46.416667,20.333333,Csongrad,HU,,
1163,SO,46.4,17.583333,Somogy,HU,,
1164,JI,-7.249167,112.750833,Jawa Timur,ID,,
1165,SS,-2.976389,104.75,Sumatera Selatan,ID,,
1166,LA,-5.429167,105.261111,Lampung,ID,,
1167,RI,0.516667,101.441667,Riau,ID,,
1168,YO,-7.801389,110.364722,Yogyakarta,ID,,
1169,ST,-0.908333,119.870833,Sulawesi Tengah,ID,,
1170,KS,-3.323611,114.588889,Kalimantan Selatan,ID,,
1171,KI,-0.491667,117.145833,Kalimantan Timur,ID,,
1172,JA,-1.620152,103.611373,Jambi,ID,,
1173,BE,-3.8125,102.2875,Bengkulu,ID,,
1174,GO,0.5375,123.0625,Gorontalo,ID,,
1175,MA,-3.695833,128.183333,Maluku,ID,,
1176,NT,-10.170833,123.606944,Nusa Tenggara Timur,ID,,
1177,KR,0.916667,104.458333,Kepulauan Riau,ID,,
1178,PA,-2.534722,140.705556,Papua,ID,,
1179,SG,-3.975,122.516667,Sulawesi Tenggara,ID,,
1180,KT,-2.208333,113.916667,Kalimantan Tengah,ID,,
1181,BB,-2.120833,106.1125,Kepulauan Bangka Belitung,ID,,
1182,PB,-0.861111,134.0625,Papua Barat,ID,,
1183,SB,-0.941667,100.375,Sumatera Barat,ID,,
1184,BT,-6.115278,106.154167,Banten,ID,,
1185,BA,-8.65,115.216667,Bali,ID,,
1186,SR,-2.680556,118.886111,Sulawesi Barat,ID,,
1187,NB,-8.583333,116.116667,Nusa Tenggara Barat,ID,,
1188,SU,3.583333,98.666667,Sumatera Utara,ID,,
1189,AC,5.541667,95.333333,Aceh,ID,,
1190,SU,1.48218,124.848922,Sulawesi Utara,ID,,
1191,KB,-0.031944,109.325,Kalimantan Barat,ID,,
1192,JT,-6.993056,110.420833,Jawa Tengah,ID,,
1193,KU,2.8375,117.365278,Kalimantan Utara,ID,,
1194,JB,-6.922222,107.606944,Jawa Barat,ID,,
1195,SN,-5.148611,119.431944,Sulawesi Selatan,ID,,
1196,MU,0.737287,127.558801,Maluku Utara,ID,,
1197,CO,51.898611,-8.495833,Cork,IE,,
1198,LK,52.664722,-8.623056,Limerick,IE,,
1199,G,53.271944,-9.048889,Galway,IE,,
1200,WD,52.258333,-7.111944,Waterford,IE,,
1201,KY,52.266667,-9.716667,Kerry,IE,,
1202,KK,52.654167,-7.252222,Kilkenny,IE,,
1203,SO,54.266667,-8.483333,Sligo,IE,,
1204,RN,53.633333,-8.183333,Roscommon,IE,,
1205,DL,54.831944,-7.483611,Donegal,IE,,
1206,CW,52.840833,-6.926111,Carlow,IE,,
1207,WH,53.533333,-7.35,Westmeath,IE,,
1208,CN,53.990833,-7.360556,Cavan,IE,,
1209,WW,52.975,-6.049444,Wicklow,IE,,
1210,LH,54,-6.416667,Louth,IE,,
1211,TA,52.355,-7.703889,Tipperary,IE,,
1212,KE,53.215833,-6.666944,Kildare,IE,,
1213,CE,52.843611,-8.986389,Clare,IE,,
1214,LS,53.032222,-7.3,Laois,IE,,
1215,FN,53.459722,-6.218056,Fingal,IE,,
1216,SD,53.287778,-6.341111,South Dublin,IE,,
1217,WX,52.334167,-6.4575,Wexford,IE,,
1218,MH,53.555,-6.791667,Meath,IE,,
1219,OY,53.273889,-7.488889,Offaly,IE,,
1220,MO,53.85,-9.3,Mayo,IE,,
1221,TA,52.861944,-8.196667,Tipperary,IE,,
1222,LR,53.2925,-6.128611,Dun Laoghaire-Rathdown,IE,,
1223,LD,53.733333,-7.8,Longford,IE,,
1224,LM,53.946944,-8.09,Leitrim,IE,,
1225,JM,31.75,35,"Jerusalem	",IL,,
1226,TA,32.08414,34.79995,"Tel Aviv District	",IL,,
1227,HA,32.58333,35,"Haifa	",IL,,
1228,Z,32.83333,35.33333,"Northern District	",IL,,
1229,M,32.08333,34.91667,"Central District	",IL,,
1230,D,30.66667,34.83333,"Southern District	",IL,,
,,54.36742,-4.44251,Andreas,IM,,
,,54.1009,-4.67743,Arbory,IM,,
,,54.31278,-4.54225,Ballaugh,IM,,
,,54.16319,-4.5062,Braddan,IM,,
,,54.38311,-4.39088,Bride,IM,,
,,54.07463,-4.6582,Castletown,IM,,
,,54.15442,-4.48452,Douglas,IM,,
,,54.22197,-4.69464,German,IM,,
,,54.36276,-4.51838,Jurby,IM,,
,,54.2312,-4.40402,Laxey,IM,,
,,54.31734,-4.41985,Lezayre,IM,,
,,54.21491,-4.43264,Lonan,IM,,
,,54.10563,-4.63125,Malew,IM,,
,,54.1739,-4.57392,Marown,IM,,
,,54.29762,-4.31986,Maughold,IM,,
,,54.249,-4.60791,Michael,IM,,
,,54.17478,-4.45521,Onchan,IM,,
,,54.20486,-4.69314,Patrick,IM,,
,,54.22175,-4.68794,Peel,IM,,
,,54.08523,-4.74987,Port Erin,IM,,
,,54.07589,-4.7397,Port St Mary,IM,,
,,54.32179,-4.38878,Ramsey,IM,,
,,54.06223,-4.77974,Rushen,IM,,
,,54.10567,-4.55701,Santon,IM,,
1231,MH,18.987807,72.836447,Maharashtra,IN,,
1232,DL,28.651952,77.231495,Delhi,IN,,
1233,WB,22.562627,88.363044,West Bengal,IN,,
1234,TN,13.084622,80.248357,Tamil Nadu ,IN,,
1235,KA,12.977063,77.587106,Karnataka,IN,,
1236,AP,17.384052,78.456355,Andhra Pradesh,IN,,
1237,UP,26.839281,80.923133,Uttar Pradesh,IN,,
1238,BR,25.615379,85.101027,Bihar,IN,,
1239,MP,23.254688,77.402892,Madhya Pradesh,IN,,
1240,JK,34.085652,74.805553,Jammu and Kashmir,IN,,
1241,JH,23.347768,85.338564,Jharkhand,IN,,
1242,CH,30.736292,76.788398,Chandigarh,IN,,
1243,KL,8.485498,76.949238,Kerala,IN,,
1244,CT,21.233333,81.633333,Chhattisgarh,IN,,
1245,OR,20.272411,85.833853,Odisha,IN,,
1246,UT,30.324427,78.033922,Uttarakhand,IN,,
1247,ML,25.573987,91.896807,Meghalaya,IN,,
1248,MZ,23.736701,92.714596,Mizoram,IN,,
1249,MN,24.808053,93.944203,Manipur,IN,,
1250,PY,11.933812,79.829792,Puducherry,IN,,
1251,TR,23.836049,91.279386,Tripura,IN,,
1252,HP,31.104423,77.166623,Himachal Pradesh,IN,,
1253,AN,11.666667,92.75,Andaman and Nicobar Islands,IN,,
1254,NL,25.674673,94.110988,Nagaland,IN,,
1255,SK,27.325739,88.612155,Sikkim,IN,,
1256,TG,17.38714,78.491684,Telangana,IN,,
1257,GA,15.498289,73.824541,Goa,IN,,
1258,AR,27.102349,93.692047,Arunachal Pradesh,IN,,
1259,DD,20.414315,72.83236,Daman and Diu,IN,,
1260,DN,20.273855,72.996728,Dadra and Nagar Haveli,IN,,
1261,AS,26.135638,91.800688,Assam,IN,,
1262,LD,10.566667,72.616667,Lakshadweep,IN,,
1263,RJ,26.913312,75.787872,Rajasthan,IN,,
1264,GJ,23.216667,72.683333,Gujarat,IN,,
1265,NI,36.335,43.118889,Ninawa,IQ,,
1266,DA,36.867089,42.988446,Dahuk,IQ,,
1267,AR,36.192573,44.01062,Arbil,IQ,,
1268,BA,30.533016,47.797466,Al Basrah,IQ,,
1269,NA,32.025944,44.346246,An Najaf,IQ,,
1270,KI,35.468056,44.392222,Kirkuk,IQ,,
1271,BB,32.463672,44.41963,Babil,IQ,,
1272,KA,32.597902,44.016482,Karbala,IQ,,
1273,DQ,31.057993,46.257262,Dhi Qar,IQ,,
1274,QA,31.992886,44.925521,Al Qadisiyah,IQ,,
1275,MA,31.835612,47.144832,Maysan,IQ,,
1276,WA,32.512796,45.818171,Wasit,IQ,,
1277,DI,33.746595,44.643663,Diyala,IQ,,
1278,AN,33.42056,43.307779,Al Anbar,IQ,,
1279,MU,31.305904,45.279884,Al Muthanna,IQ,,
1280,SD,34.615807,43.678606,salah ad Din,IQ,,
1281,SU,35.564964,45.432905,As Sulaymaniyah,IQ,,
1282,IR-30,36.315591,59.567964,Khorasan-e Razavi,IR,,
1283,IR-04,32.657218,51.677608,Esfahan,IR,,
1284,IR-32,35.832664,50.991545,Alborz,IR,,
1285,IR-01,38.08,46.2919,azarbayjan-e Sharqi,IR,,
1286,IR-14,29.610308,52.531135,Fars,IR,,
1287,IR-10,31.312381,48.677175,Khuzestan,IR,,
1288,IR-26,34.6401,50.8764,Qom,IR,,
1289,IR-17,34.314167,47.065,Kermanshah,IR,,
1290,IR-13,29.4963,60.8629,Sistan va Baluchestan,IR,,
1291,IR-19,37.276108,49.58862,Gilan,IR,,
1292,IR-15,30.283209,57.07879,Kerman,IR,,
1293,IR-02,37.5553,45.0724,azarbayjan-e Gharbi,IR,,
1294,IR-24,34.799216,48.514556,Hamadan,IR,,
1295,IR-22,34.091741,49.689164,Markazi,IR,,
1296,IR-25,31.897222,54.3675,Yazd,IR,,
1297,IR-28,36.2797,50.0049,Qazvin,IR,,
1298,IR-23,27.1865,56.2808,Hormozgan,IR,,
1299,IR-20,33.487778,48.355833,Lorestan,IR,,
1300,IR-11,36.676421,48.496282,Zanjan,IR,,
1301,IR-16,35.314948,46.998831,Kordestan,IR,,
1302,IR-29,32.866277,59.221139,Khorasan-e Jonubi,IR,,
1303,IR-27,36.8427,54.443907,Golestan,IR,,
1304,IR-21,36.563319,53.060087,Mazandaran,IR,,
1305,IR-31,37.47473,57.329031,Khorasan-e Shomali,IR,,
1306,IR-06,28.9684,50.8385,Bushehr,IR,,
1307,IR-05,33.6374,46.4227,ilam,IR,,
1308,IR-08,32.325556,50.864444,Chahar Maḩal va Bakhtiari,IR,,
1309,IR-12,35.576915,53.392046,Semnan,IR,,
1310,IR-18,30.668237,51.587963,Kohgiluyeh va Bowyer Aḩmad,IR,,
1311,IR-03,38.2498,48.2933,Ardabil,IR,,
,IS-5,65.33333,-20,Norðurland Vestra,IS,,
,IS-06,65.5,-17,Nordurland Eystra,IS,,
,IS-7,65,-15,Austurland,IS,,
,IS-8,64,-19,Sudurland,IS,,
,IS-1,64.16667,-21.66667,Hoefudborgarsvaedi,IS,,
,IS-2,63.91667,-22.25,Sudurnes,IS,,
,IS-3,64.75,-21.83333,Vesturland,IS,,
,IS-4,65.66667,-22.5,Vestfirdir,IS,,
1312,IT-25,45.466667,9.2,Lombardy,IT,,
1313,IT-72,40.833333,14.25,Campania,IT,,
1314,IT-21,45.05,7.666667,Piedmont,IT,,
1315,IT-52,43.766667,11.25,Tuscany,IT,,
1316,IT-,38.116667,13.366667,Sicilia,IT,,
1317,IT-42,44.416667,8.95,Liguria,IT,,
1318,IT-75,41.133333,16.85,Puglia,IT,,
1319,IT-45,44.483333,11.333333,Emilia-Romagna,IT,,
1320,IT-,39.216667,9.116667,Sardegna,IT,,
1321,IT-34,45.438611,12.326667,Veneto,IT,,
1322,IT-,45.648611,13.78,Friuli-Venezia Giulia,IT,,
1323,IT-55,43.133333,12.366667,Umbria,IT,,
1324,IT-,46.066667,11.133333,Trentino-Alto Adige,IT,,
1325,IT-57,43.633333,13.5,Marche,IT,,
1326,IT-78,38.9,16.583333,Calabria,IT,,
1327,IT-77,40.633333,15.8,Basilicata,IT,,
1328,IT-65,42.366667,13.366667,Abruzzo,IT,,
1329,IT-,41.566667,14.65,Molise,IT,,
1330,IT-,45.733333,7.333333,Valle dAosta,IT,,
1331,,49.18333,-2.1,"Saint Helier	",JE,,
1332,,49.21944,-2.04972,"Saint Martin	",JE,,
1333,,49.23472,-2.09,"Trinity	",JE,,
1334,,49.24694,-2.1375,"Saint John	",JE,,
1335,,49.22667,-2.20556,"Saint Ouen	",JE,,
1336,,49.21333,-2.18194,"Saint Peter	",JE,,
1337,,49.21528,-2.14,"Saint Lawrence	",JE,,
1338,,49.23583,-2.17222,"Saint Mary	",JE,,
1339,,49.18472,-2.04917,"Grouville	",JE,,
1340,,49.19056,-2.20056,"Saint Brelade	",JE,,
1341,,6.317794,5.659354,Saint Saviour,JE,,
1342,,6.3177,5.659354,Saint Clement,JE,,
,JM-10,18.23333,-78.15,Westmoreland,JM,,
,JM-07,18.38333,-77.63333,Trelawny,JM,,
,JM-03,17.9,-76.43333,Saint Thomas,JM,,
,JM-05,18.31667,-76.9,Saint Mary,JM,,
,JM-08,18.38333,-77.88333,Saint James,JM,,
,JM-11,18.05,-77.78333,Saint Elizabeth,JM,,
,JM-14,18.06667,-77.01667,Saint Catherine,JM,,
,JM-06,18.35,-77.26667,Parish of Saint Ann,JM,,
,JM-02,18.06667,-76.75,Saint Andrew,JM,,
,JM-04,18.13333,-76.53333,Portland,JM,,
,JM-12,18.05,-77.53333,Manchester,JM,,
,JM-01,17.96667,-76.8,Kingston,JM,,
,JM-09,18.41667,-78.13333,Parish of Hanover,JM,,
,JM-13,17.98333,-77.3,Clarendon,JM,,
1343,AZ,32.072754,36.08796,Az ZarqA,JO,,
1344,IR,32.555556,35.85,Irbid,JO,,
1345,BA,32.039167,35.727222,Al BalqA,JO,,
1346,KA,31.184722,35.704722,Al Karak,JO,,
1347,MA,32.342891,36.208045,Al Mafraq,JO,,
1348,MN,30.196235,35.734052,MaAn,JO,,
1349,AT,30.837518,35.604425,AtTafilah,JO,,
1350,AJ,32.333265,35.752794,Ajlun,JO,,
1351,MD,31.715993,35.793919,MAdabA,JO,,
1352,JA,32.28082,35.899287,Jarash,JO,,
1353,AQ,29.526702,35.007822,Al Aqabah,JO,,
1354,JP-27,34.683333,135.516667,Osaka,JP,,
1355,JP-14,35.433333,139.65,Kanagawa,JP,,
1356,JP-23,35.183333,136.9,Aichi,JP,,
1357,JP-40,33.6,130.416667,Fukuoka,JP,,
1358,JP-01,43.066667,141.35,HokkaidO,JP,,
1359,JP-04,38.266667,140.866667,Miyagi,JP,,
1360,JP-34,34.4,132.45,Hiroshima,JP,,
1361,JP-26,35.016667,135.75,KyOto,JP,,
1362,JP-28,34.683333,135.183333,HyOgo,JP,,
1363,JP-33,34.65,133.933333,Okayama,JP,,
1364,JP-43,32.783333,130.733333,Kumamoto,JP,,
1365,JP-22,34.983333,138.383333,Shizuoka,JP,,
1366,JP-09,36.566667,139.883333,Tochigi,JP,,
1367,JP-20,36.65,138.183333,Nagano,JP,,
1368,JP-15,37.9,139,Niigata,JP,,
1369,JP-46,31.566667,130.55,Kagoshima,JP,,
1370,JP-17,36.6,136.616667,Ishikawa,JP,,
1371,JP-25,35,135.866667,Shiga,JP,,
1372,JP-24,34.733333,136.516667,Mie,JP,,
1373,JP-44,33.233333,131.6,Oita,JP,,
1374,JP-36,34.066667,134.566667,Tokushima,JP,,
1375,JP-30,34.233333,135.166667,Wakayama,JP,,
1376,JP-42,32.75,129.883333,Nagasaki,JP,,
1377,JP-21,35.433333,136.783333,Gifu,JP,,
1378,JP-08,36.35,140.45,Ibaraki,JP,,
1379,JP-10,36.4,139.083333,Gunma,JP,,
1380,JP-39,33.55,133.533333,KOchi,JP,,
1381,JP-37,34.333333,134.05,Kagawa,JP,,
1382,JP-16,36.7,137.216667,Toyama,JP,,
1383,JP-45,31.916667,131.416667,Miyazaki,JP,,
1384,JP-05,39.716667,140.1,Akita,JP,,
1385,JP-02,40.816667,140.733333,Aomori,JP,,
1386,JP-03,39.7,141.15,Iwate,JP,,
1387,JP-07,37.75,140.466667,Fukushima,JP,,
1388,JP-06,38.233333,140.366667,Yamagata,JP,,
1389,JP-19,35.666667,138.566667,Yamanashi,JP,,
1390,JP-32,35.483333,133.05,Shimane,JP,,
1391,JP-31,35.5,134.233333,Tottori,JP,,
1392,JP-38,33.833333,132.766667,Ehime,JP,,
1393,JP-11,35.9,139.65,Saitama,JP,,
1394,JP-47,26.216667,127.683333,Okinawa,JP,,
1395,JP-29,34.683333,135.833333,Nara,JP,,
1396,JP-18,36.066667,136.216667,Fukui,JP,,
1397,JP-41,33.233333,130.3,Saga,JP,,
1398,JP-35,34.183333,131.466667,Yamaguchi,JP,,
1399,JP-12,35.6,140.116667,Chiba,JP,,
1400,KE-28,-4.054655,39.663588,Mombasa,KE,,
1401,KE-17,-0.10221,34.761714,Kisumu,KE,,
1402,KE-31,-0.283333,36.066667,Nakuru,KE,,
1403,KE-07,-0.453548,39.640108,Garissa,KE,,
1404,KE-11,0.284219,34.752285,Kakamega,KE,,
1405,KE-06,-0.531115,37.450605,Embu,KE,,
1406,KE-36,-0.420132,36.947594,Nyeri,KE,,
1407,GO,40.515062,72.808264,Osh,KG,,
1408,J,40.933333,73,Jalal-Abad,KG,,
1409,Y,42.490677,78.393619,Ysyk-Kol,KG,,
1410,N,41.42866,75.991106,Naryn,KG,,
1411,T,42.522766,72.242745,Talas,KG,,
1412,B,40.062587,70.819391,Batken,KG,,
1413,KH-02,13.102713,103.198215,Battambang,KH,,
1414,KH-17,13.361793,103.860556,Siem Reap,KH,,
1415,KH-03,11.993387,105.463502,Kampong Cham,KH,,
1416,KH-04,12.25,104.666667,Kampong Chhnang,KH,,
1417,KH-14,11.486819,105.325334,Prey Veng,KH,,
1418,KH-15,12.538778,103.919204,Pursat,KH,,
1419,KH-01,13.585876,102.973689,Banteay Meanchey,KH,,
1420,KH-07,10.61041,104.181448,Kampot,KH,,
1421,KH-5,11.453321,104.520846,Kampong Speu,KH,,
1422,KH-9,11.615314,102.983798,Koh Kong,KH,,
1423,KH-19,13.525865,105.968302,Stung Treng,KH,,
1424,KH-13,13.807315,104.980455,Preah Vihear,KH,,
1425,KH-20,11.087852,105.799354,Svay Rieng,KH,,
1426,KH-10,12.488113,106.018786,Kratie,KH,,
1427,KH-06,12.711122,104.888732,Kampong Thom,KH,,
1428,KH-21,10.99081,104.784984,Takeo,KH,,
1429,KH-11,12.455827,107.188109,Mondolkiri,KH,,
1430,KH-25,11.911779,105.658208,Tbong Khmum,KH,,
1431,KH-23,10.482905,104.316721,Kep,KH,,
1432,KH-24,12.848946,102.609283,Pailin,KH,,
1433,KH-16,13.739391,106.987268,Ratanakiri,KH,,
1434,KH-8,11.483333,104.95,Kandal,KH,,
1435,KH-18,10.635917,103.501715,Sihanoukville,KH,,
1436,KH-22,14.181747,103.517612,Oddar Meanchey,KH,,
,KI-G,1.42,172.984,Gilbert Islands,KI,,
,KI-L,1.942,-157.475,Line Islands,KI,,
,KI-P,-2.808,-171.678,Phoenix Islands,KI,,
