SrNo,ISO StateCode,Latitude,Longitude,StateName,countrycode,,
2000,HID,20.117362,-98.742915,Hidalgo,MX,,
2001,NAY,21.509505,-104.895691,Nayarit,MX,,
2002,TAM,23.741744,-99.145993,Tamaulipas,MX,,
2003,ZAC,22.769005,-102.571563,Zacatecas,MX,,
2004,COL,19.249972,-103.727137,Colima,MX,,
2005,CAM,19.843857,-90.525535,Campeche,MX,,
2006,BCS,24.144373,-110.300501,Baja California Sur,MX,,
2007,GRO,17.550599,-99.505783,Guerrero,MX,,
2008,ROO,18.514126,-88.303813,Quintana Roo,MX,,
2009,GUA,21.018268,-101.256979,Guanajuato,MX,,
2010,CHP,16.759727,-93.113081,Chiapas,MX,,
2011,MY-07,5.411229,100.335426,Pulau Pinang,MY,,
2012,MY-01,1.4655,103.7578,Johor,MY,,
2013,MY-08,4.5841,101.0829,Perak,MY,,
2014,MY-12,5.9749,116.0724,Sabah,MY,,
2015,MY-06,3.8077,103.326,Pahang,MY,,
2016,MY-11,5.3302,103.1408,Terengganu,MY,,
2017,MY-02,6.121045,100.360137,Kedah,MY,,
2018,MY-09,6.4414,100.198619,Perlis,MY,,
2019,MY-10,3.033333,101.45,Selangor,MY,,
2020,MY-05,2.7297,101.9381,Negeri Sembilan,MY,,
2021,MY-13,1.55,110.333333,Sarawak,MY,,
2022,MY-15,5.276667,115.241667,Labuan,MY,,
2023,S,-19.843611,34.838889,Sofala,MZ,,
2024,N,-15.119722,39.264722,Nampula,MZ,,
2025,B,-19.116389,33.483333,Manica,MZ,,
2026,Q,-17.878611,36.888333,Zambezia,MZ,,
2027,T,-16.156389,33.586667,Tete,MZ,,
2028,G,-25.051944,33.644167,Gaza,MZ,,
2029,I,-23.865,35.383333,Inhambane,MZ,,
2030,P,-12.960833,40.507778,Cabo Delgado,MZ,,
2031,A,-13.312778,35.240556,Niassa,MZ,,
2032,KE,-17.933333,19.766667,Kavango East,NA,,
2033,ER,-22.683333,14.533333,Erongo,NA,,
2034,CA,-17.5,24.266667,Zambezi,NA,,
2035,OD,-20.45,16.65,Otjozondjupa,NA,,
2036,KA,-26.583333,18.133333,Karas,NA,,
2037,OH,-22.45,18.966667,Omaheke,NA,,
2038,OT,-19.233333,17.716667,Oshikoto,NA,,
2039,HA,-24.633333,17.966667,Hardap,NA,,
2040,KU,-18.066667,13.85,Kunene,NA,,
2041,OS,-17.5,14.983333,Omusati,NA,,
2042,ON,-17.783333,15.683333,Oshana,NA,,
2043,KW,-17.616667,18.6,Kavango West,NA,,
2044,OW,-17.466667,16.333333,Ohangwena,NA,,
,,-21.75,165.83333,Province Sud,NC,,
,,-21.05,164.9,Province Nord,NC,,
,,-20.91911,167.26135,Province des iles Loyaute,NC,,
2045,NE-4,13.5,7.101744,Maradi,NE,,
2046,NE-7,13.804869,8.988371,Zinder,NE,,
2047,NE-5,14.8888,5.2692,Tahoua,NE,,
2048,NE-3,13.049,3.1937,Dosso,NE,,
2049,NE-2,13.31536,12.611345,Diffa,NE,,
2050,NE-6,14.207113,1.454179,Tillaberi,NE,,
,NFK,-29.0408344,167.9547119,,NF,,
2051,KN,12.002381,8.51316,Kano,NG,,
2052,OY,7.377562,3.905907,Oyo,NG,,
2053,KD,10.526413,7.438795,Kaduna,NG,,
2054,ED,6.338153,5.625749,Edo,NG,,
2055,RI,4.777423,7.013404,Rivers,NG,,
2056,BO,11.846924,13.157122,Borno,NG,,
2057,PL,9.92849,8.892118,Plateau,NG,,
2058,KW,8.496642,4.542143,Kwara,NG,,
2059,EN,6.441321,7.498834,Enugu,NG,,
2060,OG,7.15571,3.345086,Ogun,NG,,
2061,AK,5.033333,7.92657,Akwa Ibom,NG,,
2062,AN,6.21269,7.071986,Anambra,NG,,
2063,CR,4.958931,8.32695,Cross River,NG,,
2064,EK,7.623289,5.22087,Ekiti,NG,,
2065,KT,12.990823,7.601769,Katsina,NG,,
2066,ON,7.25256,5.193118,Ondo,NG,,
2067,OS,7.771045,4.556979,Osun,NG,,
2068,BA,10.310321,9.843883,Bauchi,NG,,
2069,NI,9.615235,6.54776,Niger,NG,,
2070,GO,10.28969,11.167288,Gombe,NG,,
2071,AB,5.524913,7.494613,Abia,NG,,
2072,YO,11.746968,11.960826,Yobe,NG,,
2073,ZA,12.17024,6.664116,Zamfara,NG,,
2074,IM,5.483626,7.033248,Imo,NG,,
2075,NA,8.493897,8.515316,Nasarawa,NG,,
2076,TA,8.893668,11.359596,Taraba,NG,,
2077,KE,12.453889,4.1975,Kebbi,NG,,
2078,AD,9.208394,12.481464,Adamawa,NG,,
2079,KO,7.796882,6.740481,Kogi,NG,,
2080,JI,11.75618,9.338959,Jigawa,NG,,
2081,EB,6.324851,8.11368,Ebonyi,NG,,
2082,LA,6.596506,3.342052,Lagos,NG,,
2083,SO,13.062695,5.243225,Sokoto,NG,,
2084,DE,6.198474,6.727431,Delta,NG,,
2085,BY,4.926746,6.267636,Bayelsa,NG,,
2086,BE,7.733746,8.52139,Benue,NG,,
,RI,11.3,-85.75,Departamento de Rivas,NI,,
,SJ,11.33333,-84.58333,Departamento de Río San Juan,NI,,
,NS,13.7,-86.16667,Departamento de Nueva Segovia,NI,,
,MT,12.91667,-85.66667,Departamento de Matagalpa,NI,,
,MS,12,-86.16667,Departamento de Masaya,NI,,
,MN,12,-86.41667,Departamento de Managua,NI,,
,MD,13.5,-86.41667,Departamento de Madriz,NI,,
,LE,12.58333,-86.58333,Departamento de Leon,NI,,
,JI,13.75,-85.58333,Departamento de Jinotega,NI,,
,GR,11.83333,-85.91667,Departamento de Granada,NI,,
,ES,13.16667,-86.33333,"Departamento de Esteli
",NI,,
,CO,12.08333,-85.16667,Departamento de Chontales,NI,,
,CI,12.83333,-87.08333,Departamento de Chinandega,NI,,
,CA,11.75,-86.25,Departamento de Carazo,NI,,
,BO,12.5,-85.5,Departamento de Boaco,NI,,
,AS,12.5,-84.25,Costa Caribe Sur,NI,,
2087,UT,52.093813,5.119095,Utrecht,NL,,
2088,GR,53.216667,6.55,Groningen,NL,,
2089,GE,51.979818,5.925636,Gelderland,NL,,
2090,NB,51.700196,5.306806,Noord-Brabant,NL,,
2091,FR,53.20139,5.808588,Fryslan,NL,,
2092,LI,50.85,5.683333,Limburg,NL,,
2093,OV,52.505751,6.085822,Overijssel,NL,,
2094,DR,52.994749,6.563223,Drenthe,NL,,
2095,ZE,51.50036,3.612964,Zeeland,NL,,
2096,NH,52.366667,4.65,Noord-Holland,NL,,
2097,FL,52.51764,5.473989,Flevoland,NL,,
2098,NO-12,60.391111,5.324722,Hordaland,NO,,
2099,NO-11,58.966667,5.75,Rogaland,NO,,
2100,NO-14,63.416667,10.416667,Sor-Trondelag,NO,,
2101,NO-06,59.7425,10.211667,Buskerud,NO,,
2102,NO-10,58.166667,8,Vest-Agder,NO,,
2103,NO-07,59.285833,10.418056,Vestfold,NO,,
2104,NO-18,67.283333,14.383333,Nordland,NO,,
2105,NO-09,58.460278,8.766667,Aust-Agder,NO,,
2106,NO-04,60.8,11.1,Hedmark,NO,,
2107,NO-05,61.133333,10.5,Oppland,NO,,
2108,NO-15,62.733333,7.183333,More og Romsdal,NO,,
2109,NO-18,64.016667,11.5,Nord-Trondelag,NO,,
2110,NO-20,70.073056,29.769722,Finnmark,NO,,
2111,NO-14,61.183333,6.85,Sogn og Fjordane,NO,,
2112,NO-19,69.666667,18.966667,Troms,NO,,
2113,NO-08,59.2,9.6,Telemark,NO,,
2114,NO-01,59.283333,11.116667,ostfold,NO,,
2115,NP-6,27.28018,86.86128,Patheka,NP,,
2116,NP-5,29.30915,80.91534,Sudur Pashchimanchal,NP,,
2117,NP-2,29.05977,82.31335,Madhya Pashchimanchal,NP,,
2118,NP-1,27.45436,85.22301,Madhyamanchal,NP,,
2119,NP-4,27.23998,87.14802,Purwanchal,NP,,
2120,NP-3,28.17039,83.93829,Pashchimanchal,NP,,
,NR-14,-0.54724,166.91599,Yaren,NR,,
,NR-13,-0.51463,166.92294,Uaboe District,NR,,
,NR-12,-0.51971,166.91672,Nibok District,NR,,
,NR-11,-0.55242,166.93788,Meneng District,NR,,
,NR-10,-0.52141,166.95798,Ijuw District,NR,,
,NR-09,-0.5033,166.93453,Ewa District,NR,,
,NR-08,-0.52264,166.91358,Denigomodu District,NR,,
,NR-07,-0.53532,166.92086,Buada District,NR,,
,NR-06,-0.54158,166.91421,Boe District,NR,,
,NR-05,-0.50754,166.92969,Baiti District,NR,,
,NR-04,-0.53459,166.95032,Anibare District,NR,,
,NR-03,-0.5035,166.94348,Anetan District,NR,,
,NR-02,-0.50742,166.9524,Anabar District,NR,,
,NR-01,-0.53422,166.90994,Aiwo District,NR,,
2121,NU,-19.054445,-169.867233,Niue,NU,,
2122,CAN,-44.398444,171.255194,Canterbury,NZ,,
2123,OTA,-44.709755,169.129417,Otago,NZ,,
2124,NSN,-41.273459,173.282347,Nelson,NZ,,
2125,STL,-45.414649,167.715672,Southland,NZ,,
2126,WTC,-42.717214,170.963713,West Coast,NZ,,
2127,WGN,-41.28333,174.76667,Wellington,NZ,,
2128,MWT,-39.95,175.01667,Manawatu-wanganui,NZ,,
2129,WKO,-37.5,175.33333,Waikato,NZ,,
2130,TAS,-41.2,173.05,Tasman,NZ,,
2131,TKI,-39.16667,174.66667,Taranaki,NZ,,
2132,BOP,-38.1648,176.91284,Bay of plenty,NZ,,
2133,NTL,-35.5,174,North Land,NZ,,
2134,MBH,-41.66667,173.5,Marlborough,NZ,,
2135,HKB,-39.66667,176.5,Hawke'sbay,NZ,,
2136,GIS,-38.65,178,Gisborne,NZ,,
2137,CAN,-44.398444,171.255194,Canterbury,NZ,,
2138,AUK,-36.85,174.78333,Auckland,NZ,,
2139,CIT,-44,-176.5,Chatham Islands,NZ,,
2140,DA,22.5,57.33333,"Muhafazat ad Dakhiliyah	",OM,,
2141,BS,23.45,57.7,"Al Batinah South Governorate	",OM,,
2142,WU,20.16667,56.61667,"Muhafazat al Wusta	",OM,,
2143,SS,21.65,59.1,"Ash Sharqiyah South	",OM,,
2144,ZA,22.9,55.95,"Az Zahirah	",OM,,
2145,MA,23.5835,58.40366,"Muhafazat Masqat	",OM,,
2146,MU,26.03333,56.3,"Musandam	",OM,,
2147,ZU,18.48333,54.18333,"Muhafazat Zufar	",OM,,
2148,BU,24.21667,56.11667,"Muhafazat al Buraymi	",OM,,
2149,SJ,22.1,58.43333,"Muhafazat Shamal ash Sharqiyah	",OM,,
2150,BJ,24,56.75,"Al Batinah North Governorate	",OM,,
2151,PA-3,9.354507,-79.900109,Colon,PA,,
2152,PA-4,8.427389,-82.425286,Chiriqui,PA,,
2153,PA-9,8.100366,-80.972168,Veraguas,PA,,
2154,PA-2,8.513662,-80.356318,Cocle,PA,,
2155,PA-7,7.764719,-80.274832,Los Santos,PA,,
2156,PA-1,9.33603,-82.240809,Bocas del Toro,PA,,
2157,PA-5,8.406085,-78.139642,Darien,PA,,
2158,PA-KY,9.555841,-78.945409,Kuna Yala,PA,,
2159,PA-EM,8.098938,-77.608532,Embera-Wounaan,PA,,
2160,PA-10,8.880278,-79.783333,Panama Oeste,PA,,
2161,PA-NB,8.474567,-81.698267,Ngobe-Bugle,PA,,
2162,PA-6,7.960823,-80.429437,Herrera,PA,,
2163,CAL,-12.056585,-77.118144,Callao,PE,,
2164,ARE,-16.398889,-71.535,Arequipa,PE,,
2165,LAL,-8.111944,-79.025556,La Libertad,PE,,
2166,LOR,-3.749125,-73.253828,Loreto,PE,,
2167,JUN,-12.065133,-75.204861,Junin,PE,,
2168,PIU,-5.194491,-80.632821,Piura,PE,,
2169,CUS,-13.522643,-71.967344,Cusco,PE,,
2170,UCA,-8.385512,-74.539073,Ucayali,PE,,
2171,ICA,-14.067768,-75.728611,Ica,PE,,
2172,HUC,-9.930617,-76.242228,Huanuco,PE,,
2173,CAJ,-7.163672,-78.509958,Cajamarca,PE,,
2174,PAS,-10.667478,-76.256679,Pasco,PE,,
2175,PUN,-15.842202,-70.019899,Puno,PE,,
2176,TUM,-3.56694,-80.45153,Tumbes,PE,,
2177,ANC,-9.527787,-77.527776,Ancash,PE,,
2178,MDD,-12.59331,-69.189128,Madre de Dios,PE,,
2179,APU,-13.633889,-72.881389,Apurimac,PE,,
2180,MOQ,-17.198321,-70.935668,Moquegua,PE,,
2181,SAM,-6.034159,-76.971678,San Martin,PE,,
2182,HUV,-12.782612,-74.972661,Huancavelica,PE,,
2183,AYA,-13.158782,-74.22321,Ayacucho,PE,,
2184,LAM,-6.771372,-79.840876,Lambayeque,PE,,
,,-9,-139.5,Iles Marquises,PF,,
,,-19,-139,Iles Tuamotu-Gambier,PF,,
,,-16.66667,-151.5,Iles Sous-le-Vent,PF,,
,,-17.5,-149.5,Iles du Vent,PF,,
,,-23,-150,Iles Australes,PF,,
,WBK,-5.87833,149.82605,West New Britain Province,PG,,
,WPD,-7.5,142,Western Province,PG,,
,WHM,-5.75,144.25,Western Highlands Province,PG,,
,SHM,-6.5,143.58333,Southern Highlands Province,PG,,
,SAN,-3.5,142,West Sepik Province,PG,,
,NSB,-6,155,Bougainville,PG,,
,NPP,-9,148.5,Northern Province,PG,,
,NIK,-3,151.5,New Ireland Province,PG,,
,NCD,-9.41667,147.16667,National Capital District,PG,,
,MPL,-7.0106,146.9672,Morobe Province,PG,,
,MRL,-2,147,Manus Province,PG,,
,MPM,-5,145.5,Madang Province,PG,,
,GPK,-7.7246,145.08545,Gulf Province,PG,,
,EPW,-5.5,143.5,Enga Province,PG,,
,ESW,-4,143.75,East Sepik Province,PG,,
,EBR,-4.61283,151.88775,East New Britain Province,PG,,
,EHG,-6.5,145.58333,Eastern Highlands Province,PG,,
,CPK,-6.25,144.83333,Chimbu Province,PG,,
,MBA,-10.55262,150.31494,Milne Bay Province,PG,,
,CPM,-10,148,Central Province,PG,,
,HLA,-6.29824,142.84424,Hela,PG,,
,JWK,-5.90224,144.67278,Jiwaka,PG,,
2185,PH-04,9.79026,122.91504,Negros Island Region,PH,,
2186,PH-14,7.53676,124.27734,Autonomous Region in Muslim Mindanao,PH,,
2187,PH-10,8.5262,125.22669,Northern Mindanao,PH,,
2188,PH-41,12.87014,121.13403,Mimaropa,PH,,
2189,PH-02,17.65667,121.73333,Cagayan Valley,PH,,
2190,PH-12,6.47361,124.90356,Soccsksargen,PH,,
2191,PH-13,9,125.74167,Caraga,PH,,
2192,PH-15,17.0852,121.03322,Cordillera Administrative Region,PH,,
2193,PH-01,16.97917,120.52083,Ilocos,PH,,
2194,PH-40,14.31,121.09,Calabarzon,PH,,
2195,PH-06,11.13,122.53,Western Visayas,PH,,
2196,PH-03,15.30714,120.79762,Central Luzon,PH,,
2197,PH-07,10.35815,123.87085,Central Visayas,PH,,
2198,PH-08,11.51649,124.96204,Eastern Visayas,PH,,
2199,PH-09,7.89603,123.13477,Zamboanga Peninsula,PH,,
2200,PH-11,7.54734,125.92499,Davao,PH,,
2201,PH-05,13.31389,123.56389,Bicol,PH,,
2202,PH-00,14.57775,121.04599,National Capital Region,PH,,
2203,SD,24.9056,67.0822,Sindh,PK,,
2204,PB,31.549722,74.343611,Punjab,PK,,
2205,KP,34.008,71.578488,Khyber Pakhtunkhwa,PK,,
2206,BA,30.184138,67.00141,Balochistan,PK,,
2207,SL,50.258415,19.027545,Slaskie,PL,,
2208,TO,51.75,19.466667,todzkie,PL,,
2209,MA,50.057531,19.980216,Matopolskie,PL,,
2210,PM,54.36085,18.658291,Pomorskie,PL,,
2211,DS,51.1,17.033333,DolnoSlaskie,PL,,
2212,WP,52.416667,16.966667,Wielkopolskie,PL,,
2213,ZP,53.439531,14.593891,Zachodniopomorskie,PL,,
2214,KP,53.127062,18.019987,Kujawsko-Pomorskie,PL,,
2215,LB,51.25,22.566667,Lubelskie,PL,,
2216,PD,53.133333,23.15,Podlaskie,PL,,
2217,PK,50.037246,22.004949,Podkarpackie,PL,,
2218,SK,50.873686,20.630266,Swietokrzyskie,PL,,
2219,WN,53.779949,20.494162,Warminsko-Mazurskie,PL,,
2220,OP,50.672115,17.925325,Opolskie,PL,,
2221,LB,51.939345,15.505772,Lubuskie,PL,,
2222,LB,52.73679,15.228775,Lubuskie,PL,,
2223,,46.78333,-56.2,"Commune de Saint-Pierre	",PM,,
2224,,47.0458,-56.32553,"Miquelon-Langlade	",PM,,
,PCN,-24.3768,-128.3242,United Kingdom,PN,,
2225,1,18.16274,-66.72212,"Adjuntas	",PR,,
2226,3,18.3605,-67.17463,"Aguada	",PR,,
2227,5,18.42745,-67.15407,"Aguadilla	",PR,,
2228,7,18.2569,-66.10294,"Aguas Buenas	",PR,,
2229,9,18.13996,-66.266,"Aibonito	",PR,,
2230,11,18.28134,-67.1274,"Anasco	",PR,,
2231,13,18.40411,-66.67462,"Arecibo	",PR,,
2232,15,18.0008,-66.05794,"Arroyo	",PR,,
2233,17,18.45633,-66.54128,"Barceloneta	",PR,,
2234,19,18.20357,-66.31211,"Barranquitas	",PR,,
2235,21,18.35217,-66.17044,"Bayamon Municipio	",PR,,
2236,23,18.05635,-67.14685,"Cabo Rojo Municipio	",PR,,
2237,25,18.21329,-66.04961,"Caguas Municipio	",PR,,
2238,27,18.42578,-66.85934,"Camuy Municipio	",PR,,
2239,29,18.33828,-65.88711,"Canovanas Municipio	",PR,,
2240,31,18.37578,-65.95794,"Carolina Municipio	",PR,,
2241,33,18.4355,-66.13711,"Catano Municipio	",PR,,
2242,35,18.10357,-66.15378,"Cayey Municipio	",PR,,
2243,37,18.26051,-65.67183,"Ceiba Municipio	",PR,,
2244,39,18.29162,-66.51628,"Ciales Municipio	",PR,,
2245,41,18.17579,-66.16211,"Cidra Municipio	",PR,,
2246,43,18.09802,-66.36211,"Coamo Municipio	",PR,,
2247,45,18.22718,-66.22183,"Comerio Municipio	",PR,,
2248,47,18.30912,-66.326,"Corozal Municipio	",PR,,
2249,49,18.31884,-65.2871,"Culebra Municipio	",PR,,
2250,51,18.43967,-66.28295,"Dorado Municipio	",PR,,
2251,53,18.31051,-65.676,"Fajardo Municipio	",PR,,
2252,55,18.36051,-66.56212,"Florida Municipio	",PR,,
2253,57,17.9883,-66.91212,"Guanica Municipio	",PR,,
2254,59,18.01663,-66.13072,"Guayama Municipio	",PR,,
2255,61,18.05413,-66.7899,"Guayanilla Municipio	",PR,,
2256,63,18.34106,-66.11628,"Guaynabo Municipio	",PR,,
2257,65,18.27162,-65.97183,"Gurabo Municipio	",PR,,
2258,67,18.40773,-66.79323,"Hatillo Municipio	",PR,,
2259,69,18.14162,-67.11629,"Hormigueros Municipio	",PR,,
2260,71,18.14802,-65.81211,"Humacao Municipio	",PR,,
2261,73,18.50078,-67.02435,"Municipio de Isabela	",PR,,
2262,75,18.21857,-66.59156,"Municipio de Jayuya	",PR,,
2263,77,18.04802,-66.49267,"Juana Diaz Municipio	",PR,,
2264,79,18.22746,-65.921,"Municipio de Juncos	",PR,,
2265,81,18.0133,-67.0399,"Lajas Municipio	",PR,,
2266,83,18.27023,-66.86907,"Lares Municipio	",PR,,
2267,85,18.25087,-66.9924,"Las Marias Municipio	",PR,,
2268,87,18.18829,-65.87044,"Las Piedras Municipio	",PR,,
2269,89,18.43411,-65.89266,"Loiza Municipio	",PR,,
2270,91,18.33967,-65.72461,"Luquillo Municipio	",PR,,
2271,93,18.41884,-66.49267,"Manati Municipio	",PR,,
2272,95,18.17301,-66.94546,"Maricao Municipio	",PR,,
2273,97,18.01691,-65.92738,"Maunabo Municipio	",PR,,
2274,99,18.20496,-67.1024,"Mayagueez Municipio	",PR,,
2275,101,18.3855,-67.08435,"Moca Municipio	",PR,,
2276,103,18.31884,-66.41767,"Morovis Municipio	",PR,,
2277,105,18.23135,-65.75988,"Naguabo Municipio	",PR,,
2278,107,18.28968,-66.25517,"Naranjito Municipio	",PR,,
2279,109,18.21885,-66.43712,"Orocovis Municipio	",PR,,
2280,111,18.04163,-66.01766,"Patillas Municipio	",PR,,
2281,113,18.07024,-66.71767,"Penuelas Municipio	",PR,,
2282,115,18.07302,-66.61851,"Ponce Municipio	",PR,,
2283,117,18.33967,-67.23713,"Rincon Municipio	",PR,,
2284,119,18.43967,-66.92462,"Quebradillas Municipio	",PR,,
2285,121,18.34162,-65.81766,"Rio Grande Municipio	",PR,,
2286,123,18.09385,-66.94962,"Sabana Grande Municipio	",PR,,
2287,125,18.01746,-66.25378,"Salinas Municipio	",PR,,
2288,127,18.11468,-67.03573,"San German Municipio	",PR,,
2289,129,18.45095,-66.09169,"San Juan	",PR,,
2290,131,18.15496,-65.97461,"San Lorenzo Municipio	",PR,,
2291,133,18.32912,-66.97462,"San Sebastian Municipio	",PR,,
2292,135,17.99663,-66.38711,"Santa Isabel Municipio	",PR,,
2293,137,18.36606,-66.25378,"Toa Alta Municipio	",PR,,
2294,139,18.43176,-66.21291,"Toa Baja Municipio	",PR,,
2295,141,18.34162,-66.00517,"Trujillo Alto Municipio	",PR,,
2296,143,18.27301,-66.69962,"Utuado Municipio	",PR,,
2297,145,18.4105,-66.33295,"Vega Alta Municipio	",PR,,
2298,147,18.42578,-66.39961,"Vega Baja Municipio	",PR,,
2299,149,18.12913,-66.47739,"Villalba Municipio	",PR,,
2300,151,18.07302,-65.88711,"Yabucoa Municipio	",PR,,
2301,153,18.07857,-66.85518,"Yauco Municipio	",PR,,
2302,155,18.12913,-65.4371,"Vieques Municipality	",PR,,
2303,PT-03,41.550323,-8.420052,Braga,PT,,
2304,PT-19,32.633333,-16.9,Madeira,PT,,
2305,PT-15,38.533333,-8.9,Setubal,PT,,
2306,PT-20,37.733333,-25.666667,Azores,PT,,
2307,PT-07,38.566667,-7.9,Evora,PT,,
2308,PT-01,40.644269,-8.645535,Aveiro,PT,,
2309,PT-10,39.747724,-8.804995,Leiria,PT,,
2310,PT-08,37.019367,-7.932229,Faro,PT,,
2311,PT-02,38.015064,-7.863227,Beja,PT,,
2312,PT-04,41.805817,-6.757189,Braganca,PT,,
2313,PT-05,39.822191,-7.490869,Castelo Branco,PT,,
2314,PT-09,40.537328,-7.265749,Guarda,PT,,
2315,PT-14,39.233333,-8.683333,SantarEm,PT,,
2316,PT-18,40.661014,-7.909714,Viseu,PT,,
2317,PT-12,39.297178,-7.430151,Portalegre,PT,,
2318,PT-16,41.693234,-8.832869,Viana do Castelo,PT,,
2319,PT-13,41.149606,-8.610993,Porto,PT,,
2320,PT-17,41.30062,-7.744129,Vila Real,PT,,
2321,PT-06,40.205642,-8.419551,Coimbra,PT,,
2322,PW-224,7.4869,134.51978,"State of Ngatpang	",PW,,
2323,PW-370,5.331,132.2206,"State of Sonsorol	",PW,,
2324,PW-100,8.077,134.695,"State of Kayangel	",PW,,
2325,PW-050,3.009,131.1236,State of Hatohobei,PW,,
2326,PW-002,7.445,134.49,"State of Aimeliik	",PW,,
2327,PW-004,7.36698,134.51866,"State of Airai	",PW,,
2328,PW-010,6.89,134.125,"State of Angaur	",PW,,
2329,PW-150,7.339,134.4785,"State of Koror	",PW,,
2330,PW-212,7.494,134.6345,"State of Melekeok	",PW,,
2331,PW-214,7.62,134.625,"State of Ngaraard	",PW,,
2332,PW-226,7.47,134.6,"State of Ngchesar	",PW,,
2333,PW-218,7.708,134.62,"State of Ngarchelong	",PW,,
2334,PW-222,7.6,134.573,"State of Ngardmau	",PW,,
2335,PW-227,7.518,134.504,"State of Ngeremlengui	",PW,,
2336,PW-228,7.558,134.621,"State of Ngiwal	",PW,,
2337,PW-350,6.993,134.231,"State of Peleliu	",PW,,
2338,PY-7,-27.330556,-55.866667,Itapua,PY,,
2339,PY-10,-25.509722,-54.611111,Alto Parana,PY,,
2340,PY-13,-22.547222,-55.733333,Amambay,PY,,
2341,PY-5,-25.444444,-56.440278,Caaguazu,PY,,
2342,PY-1,-23.405556,-57.440278,Concepcion,PY,,
2343,PY-4,-25.780556,-56.448611,Guaira,PY,,
2344,PY-12,-26.863889,-58.3,Neembucu,PY,,
2345,PY-3,-25.386111,-57.140278,Cordillera,PY,,
2346,PY-9,-25.620833,-57.147222,Paraguari,PY,,
2347,PY-15,-25.093056,-57.523611,Presidente Hayes,PY,,
2348,PY-19,-22.35,-60.033333,Boqueron,PY,,
2349,PY-8,-26.669444,-57.145833,Misiones,PY,,
2350,PY-6,-26.195833,-56.368056,Caazapa,PY,,
2351,PY-16,-21.040278,-57.873611,Alto Paraguay,PY,,
2352,PY-14,-24.0625,-54.306944,Canindeyu,PY,,
2353,PY-2,-24.091667,-57.076389,San Pedro,PY,,
2354,PY-11,-25.3125,-57.384722,Central,PY,,
2355,MS,25.98333,51.2,"Baladiyat ash Shamal	",QA,,
2356,KH,25.76667,51.31667,"Baladiyat al Khawr wa adh Dhakhirah	",QA,,
2357,US,25.46667,51.33333,"Baladiyat Umm Salal	",QA,,
2358,RA,24.91667,51,Baladiyat ar Rayyan,QA,,
2359,DA,25.3,51.5,"Baladiyat ad Dawhah	",QA,,
2360,WA,24.85,51.33333,"Al Wakrah	",QA,,
2361,ZA,25.51667,51.45,"Baladiyat az Za'ayin	",QA,,
2362,RE,-21.10044,55.60206,"Reunion	",RE,,
2363,IS,47.166667,27.6,Iasi,RO,,
2364,CJ,46.766667,23.6,Cluj,RO,,
2365,TM,45.749444,21.227222,Timis,RO,,
2366,GL,45.45,28.05,Galati,RO,,
2367,BV,45.633333,25.583333,Brasov,RO,,
2368,DJ,44.316667,23.8,Dolj,RO,,
2369,CT,44.183333,28.65,Constanta,RO,,
2370,PH,44.95,26.016667,Prahova,RO,,
2371,BH,47.066667,21.933333,Bihor,RO,,
2372,BT,45.266667,27.983333,Brtila,RO,,
2373,BC,46.566667,26.9,Bacau,RO,,
2374,AG,44.85,24.866667,Arges,RO,,
2375,AR,46.183333,21.316667,Arad,RO,,
2376,SB,45.8,24.15,Sibiu,RO,,
2377,MS,46.55,24.566667,Mures,RO,,
2378,MM,47.666667,23.583333,Maramures,RO,,
2379,BZ,45.15,26.833333,Buzau,RO,,
2380,BT,47.75,26.666667,Botosani,RO,,
2381,SM,47.8,22.883333,Satu Mare,RO,,
2382,VL,45.1,24.366667,Valcea,RO,,
2383,MH,44.631944,22.656111,Mehedinti,RO,,
2384,VN,45.7,27.183333,Vrancea,RO,,
2385,NT,46.916667,26.333333,Neamt,RO,,
2386,GJ,45.05,23.283333,Gorj,RO,,
2387,TL,45.166667,28.8,Tulcea,RO,,
2388,DB,44.933333,25.45,Dambovita,RO,,
2389,CS,45.300833,21.889167,Caras-Severin,RO,,
2390,BN,47.133333,24.483333,Bistrita-Nasaud,RO,,
2391,CL,44.2,27.333333,Calarasi,RO,,
2392,VS,46.633333,27.733333,Vaslui,RO,,
2393,GR,43.883333,25.966667,Giurgiu,RO,,
2394,AB,46.066667,23.583333,Alba,RO,,
2395,SJ,47.2,23.05,Salaj,RO,,
2396,CV,45.866667,25.783333,Covasna,RO,,
2397,IL,44.566667,27.366667,Ialomita,RO,,
2398,TR,43.983333,25.333333,Teleorman,RO,,
2399,HD,45.75,22.9,Hunedoara,RO,,
2400,HR,46.35,25.8,Harghita,RO,,
2401,OT,44.433333,24.366667,Olt,RO,,
2402,SV,47.633333,26.25,Suceava,RO,,
2403,VO,45,20,Autonomna Pokrajina Vojvodina,RS,,
2404,SE,44,21,Central Serbia,RS,,
2405,SPE,59.894444,30.264167,Sankt-Peterburg,RU,,
2406,NVS,55.0415,82.9346,Novosibirskaya Oblast,RU,,
2407,SVE,56.8519,60.6122,Sverdlovskaya Oblast,RU,,
2408,NIZ,56.326944,44.0075,Nizhegorodskaya Oblast,RU,,
2409,SAM,53.200065,50.150002,Samarskaya Oblast,RU,,
2410,OMS,55,73.4,Omskaya Oblast,RU,,
2411,TA,55.78874,49.122144,Tatarstan,RU,,
2412,CHE,55.154015,61.42915,Chelyabinskaya Oblast,RU,,
